धातुः	मूलधातुः	धात्वर्थः	गणः	कर्मकत्वं	इट्त्वं	उपग्रहः	रूपम्	अनुबन्धादिविशेषः	टिप्पणिः
वाश्	वाशृ	शब्दे	दिवादिः	अकर्मकः	सेट्	आत्मनेपदी	वाश्यते		
वास्	वास	उपसेवायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	वासयति-ते	अदन्तः	
वाह्	वाहृ	प्रयत्ने	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	वाहते		
विच्	विचिर्	पृथग्भावे	रुधादिः	सकर्मकः	अनिट्	उभयपदी	विनक्ति-विङ्क्ते		
विच्छ्	विच्छ	भाषायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	विच्छयति-ते		
विज्	विजिर्	पृथग्भावे	जुहोत्यादिः	सकर्मकः	अनिट्	परस्मैपदी	वेवेक्ति		
विज्	ओविजी	भय-चलनयोः	तुदादिः	अकर्मकः	सेट्	आत्मनेपदी	उद्विजते	प्रायेण उत्-पूर्वः/ ईदित्/ ओदित् च	
विज्	ओविजी	भय-चलनयोः	रुधादिः	अकर्मकः	सेट्	परस्मैपदी	विनक्ति	ईदित्-ओदित् च	
विट्	विट	शब्दे	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	विटति		
विडम्ब्	विडम्ब	विडम्बने	चुरादिः	सकर्मकः	सेट्	उभयपदी	विडम्बयति-ते		
वित्त्	वित्त	समुत्सर्गे	चुरादिः	सकर्मकः	सेट्	उभयपदी	वित्तयति-ते		
विथ्	विथृ	याचने	भ्वादिः	द्विकर्मकः	सेट्	आत्मनेपदी	वेथते		
विद्	विद	ज्ञाने	अदादिः	सकर्मकः	सेट्	परस्मैपदी	वेत्ति		
विद्	विद	सत्तायाम्	दिवादिः	अकर्मकः	अनिट्	आत्मनेपदी	विद्यते		
विद्	विद	विचारणे	रुधादिः	सकर्मकः	अनिट्	आत्मनेपदी	विन्ते		
विद्	विद	चेतन-आख्यान-निवासेषु	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	वेदयते	आकुस्मीयः	
विद्	विद्लृ	लाभे	तुदादिः	सकर्मकः	अनिट्	उभयपदी	विन्दति-ते	मुचादिः	
विध्	विध	विधाने	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	विधति		
विल्	विल	संवरणे	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	विलति		
विल्	विल	क्षेपे	चुरादिः	सकर्मकः	सेट्	उभयपदी	वेलयति-ते		
विश्	विश	प्रवेशने	तुदादिः	सकर्मकः	अनिट्	परस्मैपदी	विशति		
विष्	विष	विप्रयोगे	क्र्यादिः	अकर्मकः	अनिट्	परस्मैपदी	विष्णाति		
विष्	विषु	सेचने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	वेषति		
विष्	विष्लृ	व्याप्तौ	जुहोत्यादिः	सकर्मकः	अनिट्	उभयपदी	वेवेष्टि-वेविष्टे		
विष्क्	विष्क	हिंसायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	विष्कयति-ते		
वी	वी	गति-व्याप्ति-प्रजन-कान्ति-असन-खादनेषु	अदादिः	अर्थानुगुण्यम्	अनिट्	परस्मैपदी	वेति		
वीर्	वीर	विक्रान्तौ	चुरादिः	सकर्मकः	सेट्	उभयपदी	वीरयति-ते	आगर्वीयः/ अदन्तः	
वुङ्ग्	वुगि	वर्जने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	वुङ्गति		
वुट्	वुट	हिंसायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	वोटयति-ते		
वुन्ध्	वुधि	हिंसायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	वुन्धयति-ते		
वुस्	वुस	विभागे	दिवादिः	सकर्मकः	सेट्	परस्मैपदी	वुस्यति		
वूष्	वूष	हिंसायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	वूषयति-ते		
वृक्	वृक	आदाने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	वर्कते		
वृक्ष्	वृक्ष	वरणे	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	वृक्षते		
वृ	वृङ्	सम्भक्तौ	क्र्यादिः	सकर्मकः	सेट्	आत्मनेपदी	वृणीते		
वृच्	वृची	वर्जने	अदादिः	सकर्मकः	सेट्	आत्मनेपदी	वृक्ते		
वृज्	वृजी	वर्जने	रुधादिः	सकर्मकः	सेट्	परस्मैपदी	वृणक्ति		
वृज्	वृजी	वर्जने	चुरादिः	सकर्मकः	सेट्	उभयपदी	वर्जयति-ते	आधृषीयः	
वृ	वृञ्	वरणे	स्वादिः	सकर्मकः	सेट्	उभयपदी	वृणोति/ वृणुते		
वृ	वृञ्	आवरणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	वारयति-ते	आधृषीयः	
वृण्	वृण	प्रीणने	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	वृणति		
वृत्	वृतु	वर्तने	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	वर्तते	द्युतादिः/ वृतादिः च	
वृत्	वृतु	वरणे	दिवादिः	सकर्मकः	सेट्	आत्मनेपदी	वृत्यते		
वृत्	वृतु	भाषायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	वर्तयति-ते		
वृध्	वृधु	वृद्धौ	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	वर्धते	द्युतादिः/ वृतादिः च	
वृध्	वृधु	भाषायाम् 	चुरादिः	सकर्मकः	सेट्	परस्मैपदी	वर्धयति-ते		
वृश्	वृश	आवरणे	दिवादिः	सकर्मकः	सेट्	परस्मैपदी	वृश्यति	पुषादिः	
वृष्	वृष	शक्तिबन्धने (प्रजननसामर्थ्ये)	चुरादिः	अकर्मकः	सेट्	आत्मनेपदी	वर्षयते	आकुस्मीयः	
वृष्	वृषु	सेचने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	वर्षति		
वृह्	वृहू	उद्यमने	तुदादिः	सकर्मकः	वेट्	परस्मैपदी	वृहति		
वॄ	वॄ	वरणे/ भरण इत्येके	क्र्यादिः	सकर्मकः	सेट्	परस्मैपदी	वृणाति	प्वादिः/ ल्वादिः च	
वॄ	वॄञ्	वरणे	क्र्यादिः	सकर्मकः	सेट्	उभयपदी	वृणाति/ वृणीते	प्वादिः/ ल्वादिः च	
वे	वेञ्	तन्तुसन्ताने	भ्वादिः	सकर्मकः	अनिट्	उभयपदी	वयति-ते	यजादिः	
वेण्	वेणृ	गति-ज्ञान-चिन्ता-निशामन-वादित्र-ग्रहणेषु	भ्वादिः	सकर्मकः	सेट्	उभयपदी	वेणति-ते		
वेथ्	वेथृ	याचने	भ्वादिः	द्विकर्मकः	सेट्	आत्मनेपदी	वेथते		
वेद		धौर्त्ये/ स्वप्ने/ प्रभाते च	कण्ड्वादिः				वेद्यति		
वेन्	वेनृ	गति-ज्ञान-चिन्ता-निशामन-वादित्र-ग्रहणेषु	भ्वादिः	सकर्मकः	सेट्	उभयपदी	वेनति-ते		
वेप्	टुवेपृ	कम्पने	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	वेपते		
वेल्	वेल	कालोपदेशे	चुरादिः	अकर्मकः	सेट्	उभयपदी	वेलयति-ते	अदन्तः	
वेल्	वेलृ	चलने	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	वेलति		
वेल्ल्	वेल्ल	चलने	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	वेल्लति		
वेवी	वेवीङ्	गति-व्याप्ति-प्रजन-कान्ति-असन-खादनेषु	अदादिः	अर्थानुगुण्यम्	सेट्	आत्मनेपदी	वेवीते		
वेष्ट्	वेष्ट	वेष्टने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	वेष्टते		
वै	ओवै	शोषणे	भ्वादिः	अकर्मकः	अनिट्	परस्मैपदी	वायति		
व्यच्	व्यच	व्याजीकरणे	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	विचति		
व्यथ्	व्यथ	भय-सञ्चलनयोः	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	व्यथते	घटादिः/ षित्	
व्यध्	व्यध	ताडने	दिवादिः	सकर्मकः	अनिट्	परस्मैपदी	विध्यति		
व्यय्	व्यय	गतौ	भ्वादिः	सकर्मकः	सेट्	उभयपदी	व्ययति-ते	अदन्तः	वित्तसमुत्सर्गे आत्मनेपदी
व्यय्	व्यय	वित्तसमुत्सर्गे	चुरादिः	सकर्मकः	सेट्	उभयपदी	व्यययति-ते	अदन्तः	
व्युष्	व्युष	दाहे/ विभागे च	दिवादिः	सकर्मकः	सेट्	परस्मैपदी	व्युष्यति		
वे	व्येञ्	संवरणे	भ्वादिः	सकर्मकः	अनिट्	उभयपदी	व्ययति-ते		
व्रज्	व्रज	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	व्रजति		
व्रज्	व्रज	मार्ग-संस्कार-गत्योः	चुरादिः	अकर्मकः	सेट्	उभयपदी	व्राजयति-ते		
व्रण्	व्रण	शब्दे/ गात्रविचूर्णने च	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	व्रणति		
व्रण्	व्रण	गात्रविचूर्णने	चुरादिः	सकर्मकः	सेट्	उभयपदी	व्रणयति-ते		
व्रश्च्	ओव्रश्चू	छेदने	तुदादिः	सकर्मकः	वेट्	परस्मैपदी	वृश्चति		
व्री	व्री	वरणे	क्र्यादिः	सकर्मकः	अनिट्	परस्मैपदी	व्रीणाति	ईकारान्तः/ प्वादित्वपक्षे व्रिणाति	
व्री	व्रीङ्	वरणे	दिवादिः	सकर्मकः	अनिट्	आत्मनेपदी	व्रीयते	ओदित् 	
व्रीड्	व्रीड	चोदने/ लज्जायां च	दिवादिः	चोदने सकर्मकः/ लज्जायामकर्मकः	सेट्	परस्मैपदी	व्रीडति		
व्रुड्	व्रुड	संवरणे	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	व्रुडति	कुटादिः	
व्ली	व्ली	वरणे	क्र्यादिः	सकर्मकः	अनिट्	परस्मैपदी	व्लीणाति	ईकारान्तः/ प्वादिः/ ल्वादिः च	
शंस्	शंसु	स्तुतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शंसति		
शक्	शक	मर्षणे	दिवादिः	सकर्मकः	सेट्	उभयपदी	शक्यति-ते	पुषादिः	
शङ्क्	शकि	शङ्कायाम्	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शङ्कते		
शक्	शक्लृ	शक्तौ	स्वादिः	अकर्मकः	अनिट्	परस्मैपदी	शक्नोति		
शच्	शच	अव्यक्तायां वाचि	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शचते		
शट्	शट	रुजा-विशरण-गति-अवसादनेषु	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	शटति		
शट्	शट	श्लाघायाम्	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	शाटयते	आकुस्मीयः	
शठ्	शठ	हिंसा-संक्लेशन-कैतवेषु	भ्वादिः	हिंसायां सकर्मकः/ सङ्क्लेशन-कैतवयोः अकर्मकः	सेट्	परस्मैपदी	शठति		
शठ्	शठ	असंस्कार-गत्योः	चुरादिः	सकर्मकः	सेट्	उभयपदी	शाठयति-ते		
शठ्	शठ	श्लाघायाम्	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	शाठयते	आकुस्मीयः	
शठ्	शठ	सम्यग् अनवभाषणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	शठयति-ते	अदन्तः	
शण्ड्	शडि	रुजायाम्/ सङ्घाते च	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शण्डते		
शण्	शण	दाने/ गतौ च	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शणति		
शद्	शद्लृ	शातने (नाशने)	भ्वादिः	अकर्मकः	अनिट्	आत्मनेपदी	शीयते		
शद्	शद्लृ	शातने (नाशने)	तुदादिः	अकर्मकः	अनिट्	आत्मनेपदी	शीयते	स्वरे विशेषः	
शप्	शप	आक्रोशे	भ्वादिः	सकर्मकः	अनिट्	उभयपदी	शपति-ते		
शप्	शप	आक्रोशे	दिवादिः	सकर्मकः	अनिट्	उभयपदी	शप्यति-ते		
शब्द्	शब्द	आविष्कारे	चुरादिः	सकर्मकः	सेट्	उभयपदी	शब्दयति-ते		
शम्	शम	आलोचने	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	शामयते	आकुस्मीयः	
शम्	शमु	उपशमे	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	शाम्यति		
शम्ब्	शम्ब	सम्बन्धे	चुरादिः	सकर्मकः	सेट्	उभयपदी	शम्बयति-ते		
शर्ब्	शर्ब	गतौ/ हिंसायाम् च	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शर्बति		
शर्व्	शर्व	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शर्वति		
शल्	शल	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शलति		
शल्	शल	चलन-संवरणयोः	भ्वादिः	चलने अकर्मकः/ संवरणे सकर्मकः	सेट्	आत्मनेपदी	शलते		
शल्भ्	शल्भ	कत्थने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शल्भते		
शव्	शव	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शवति		
शश्	शश	प्लुतगतौ	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	शशति		
शष्	शष	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शषति		
शंस्	शसि	इच्छायाम्	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	आशंसते	आङ् पूर्वः	
शस्	शसु	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शसति		
शाख्	शाखृ	व्याप्तौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शाखति	ऋदित्	
शाघ्	शाघृ	व्याप्तौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शाघति	ऋदित्	
शाड्	शाडृ	श्लाघायाम्	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शाडते	ऋदित्	
शान्	शान	तेजने	भ्वादिः	सकर्मकः	अनिट्	उभयपदी	शीशांसति	नित्यं सन्	
शार्	शार	दौर्बल्ये	चुरादिः	अकर्मकः	सेट्	उभयपदी	शारयति-ते		
शाल्	शालृ	कत्थने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शालते	ऋदित्	
शास्	शासु	अनुशिष्टौ	अदादिः	द्विकर्मकः	सेट्	परस्मैपदी	शास्ति		
शास्	शासु	इच्छायाम्	अदादिः	सकर्मकः	सेट्	आत्मनेपदी	आशास्ते	नित्यं आङ् पूर्वः	
शास्	शासु	इच्छायाम्	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	आशासते		
शिक्ष्	शिक्ष	विद्योपादाने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शिक्षते		
शिङ्ख्	शिखि	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शिङ्खति		
शिङ्घ्	शिघि	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शिङ्घति		
शिञ्ज्	शिजि	अव्यक्ते शब्दे	अदादिः	अकर्मकः	सेट्	आत्मनेपदी	शिङ्क्ते		
शि	शिञ्	निशाने	स्वादिः	सकर्मकः	अनिट्	उभयपदी	शिनोति/ शिनुते		
शिट्	शिट	अनादरे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शेटति		
शिल्	शिल	उञ्छे	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	शिलति		
शिष्	शिष	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शेषति		
शिष्	शिष	असर्वोपयोगे	चुरादिः	सकर्मकः	सेट्	उभयपदी	शेषयति-ते/ शेषति-ते	आधृषीयः	
शिष्	शिष्लृ	विशेषणे	रुधादिः	सकर्मकः	अनिट्	परस्मैपदी	विशिनष्टि	प्रायेण विपूर्वः	
शीक्	शीक	आमर्षणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	शीकयति-ते	आधृषीयः	
शीक्	शीक	भाषायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	शीकयति-ते		
शीक्	शीकृ	सेचने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शीकते		
शी	शीङ्	स्वप्ने	अदादिः	अकर्मकः	सेट्	आत्मनेपदी	शेते	ईकारान्तः	
शीभ्	शीभृ	कत्थने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शीभते		
शील्	शील	समाधौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शीलति		
शील्	शील	उपधारणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	परिशीलयति-ते	प्रायेण परि-पूर्वः	
शुक्	शुक	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शोकति		
शुच्	शुच	शोके	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	शोचति		
शुच्	शुचिर्	पूतीभावे (क्लेदः)	दिवादिः	अकर्मकः	सेट्	उभयपदी	शुच्यति-ते		
शुच्य्	शुच्य	स्नान-पीडन-सुरा-सन्धानेषु	भ्वादिः	स्नाने अकर्मकः/ अन्यत्र सकर्मकः	सेट्	परस्मैपदी	शुच्यति		
शुठ्	शुठ	गतिप्रतिघाते	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शोठति		
शुठ्	शुठ	आलस्ये	चुरादिः	अकर्मकः	सेट्	उभयपदी	शोठयति-ते		
शुण्ठ्	शुठि	शोषणे/ प्रतिघाते च	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शुण्ठति		
शुण्ठ्	शुठि	शोषणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	शुण्ठयति-ते		
शुध्	शुध	शौचे	दिवादिः	अकर्मकः	अनिट्	परस्मैपदी	शुद्ध्यति	पुषादिः	
शुन्	शुन	गतौ	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	शुनति		
शुन्ध्	शुन्ध	शुद्धौ	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	शुन्धति		
शुन्ध्	शुन्ध	शौचकर्मणि	चुरादिः	अकर्मकः	सेट्	उभयपदी	शुन्धयति-ते	आधृषीयः	
शुभ्	शुभ	भाषणे/ भासने च/ (हिंसायां इत्येके)	भ्वादिः	अर्थानुगुण्यम्	सेट्	परस्मैपदी	शोभति	द्युतादिः	
शुभ्	शुभ	दीप्तौ	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	शोभते	द्युतादिः	
शुभ्	शुभ	शोभायाम्	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	शुभति		
शुम्भ्	शुम्भ	भाषणे/ भासने इत्येके/ हिंसायामित्यन्ये	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शुम्भति		
शुल्क्	शुल्क	अतिसर्जने	चुरादिः	सकर्मकः	सेट्	उभयपदी	शुल्कयति-ते		
शुष्	शुष	शोषणे	दिवादिः	अकर्मकः	अनिट्	परस्मैपदी	शुष्यति	पुषादिः	
शूर्	शूर	विक्रान्तौ	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	शूरयते	आगर्वीयः/ अदन्तः च	
शूर्	शूरी	हिंसा-स्तम्भनयोः	दिवादिः	सकर्मकः	सेट्	आत्मनेपदी	शूर्यते		
शूर्प्	शूर्प	माने	चुरादिः	सकर्मकः	सेट्	उभयपदी	शूर्पयति		
शूल्	शूल	रुजायाम् सङ्घाते च 	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शूलति		
शूष्	शूष	प्रसवे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शूषति		
शृध्	शृधु	उन्दने	भ्वादिः	सकर्मकः	सेट्	उभयपदी	शर्दति-ते		
शृध्	शृधु	शब्दकुत्सने/ उन्दने च	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	शर्धते	वृतादिः/ द्युतादिः च	
शृध्	शृधु	शब्दकुत्सने	चुरादिः	सकर्मकः	सेट्	उभयपदी	शर्धयति-ते		
शॄ	शॄ	हिंसायाम्	क्र्यादिः	सकर्मकः	सेट्	परस्मैपदी	शृणाति	प्वादिः/ ल्वादिः च	
शेल्	शेलृ	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	शेलति		
शेव्	शेवृ	सेवने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	शेवते		
शै	शै	पाके	भ्वादिः	सकर्मकः	अनिट्	परस्मैपदी	शायति	ऐकारान्तः	
शो	शो	तनूकरणे	दिवादिः	सकर्मकः	अनिट्	परस्मैपदी	श्यति	ओकारान्तः	
शोण्	शोणृ	वर्ग-गत्योः	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	शोणति		
शौट्	शौटृ	गर्वे	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	शौटति		
श्चुत्	श्चुतिर्	क्षरणे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्चोतति		
श्च्युत्	श्च्युतिर्	क्षरणे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्च्योतति		
श्नथ्	श्नथ	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्नथति		
श्मील्	श्मील	निमेषणे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्मीलति		
श्यै	श्यैङ्	गतौ	भ्वादिः	सकर्मकः	अनिट्	आत्मनेपदी	श्यायते	ङित्/ ऐकारान्तः	
श्रङ्क्	श्रकि	गतौ	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	श्रङ्कते		
श्रङ्ग् 	श्रगि	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्रङ्गति		
श्रण्	श्रण	दाने/ गतौ च	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्रणति	घटादिः/ काण्यादिः च	
श्रण्	श्रण	दाने	चुरादिः	सकर्मकः	सेट्	उभयपदी	श्राणयति-ते		
श्रथ्	श्रथ	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्रथति		
श्रथ्	श्रथ	प्रयत्ने/ प्रस्थाने च	चुरादिः	अकर्मकः	सेट्	उभयपदी	श्राथयति-ते/ श्रथति-ते	आधृषीयः	
श्रथ्	श्रथ	दौर्बल्ये	चुरादिः	अकर्मकः	सेट्	उभयपदी	श्रथयति-ते	अदन्तः	
श्रन्थ्	श्रथि	शैथिल्ये	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	श्रन्थते		
श्रन्थ्	श्रन्थ	विमोचन-प्रतिहर्षयोः/ सन्दर्भे च	क्र्यादिः	सकर्मकः	सेट्	परस्मैपदी	श्रथ्नाति		
श्रन्थ्	श्रन्थ	सन्दर्भे	चुरादिः	सकर्मकः	सेट्	उभयपदी	श्रन्थयति-ते	आधृषीयः	
श्रम्	श्रमु	तपसि/ खेदे च	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	श्राम्यति	शमादिः/ उदित्	
श्रम्भ्	श्रम्भु	प्रमादे	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	श्रम्भते	द्युतादिः उदित्	
श्रा	श्रा	पाके	अदादिः	सकर्मकः	अनिट्	परस्मैपदी	श्राति		
श्रि	श्रिञ्	सेवायाम्	भ्वादिः	सकर्मकः	सेट्	उभयपदी	श्रयति-ते	ञित्/ इकारान्तः	
श्रिष्	श्रिषु	दाहे 	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्रेषति		
श्री	श्रीञ्	पाके	क्र्यादिः	सकर्मकः	सेट्	उभयपदी	श्रीणाति-श्रीणीते	ईकारान्तः	
श्रु	श्रु	श्रवणे	भ्वादिः	सकर्मकः	अनिट्	परस्मैपदी	श्रुणोति	उकारान्तः	
श्रै	श्रै	पाके	भ्वादिः	सकर्मकः	अनिट्	परस्मैपदी	श्रायति		
श्रोण्	श्रोणृ	सङ्घाते	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	श्रोणति		
श्लङ्क्	श्लकि	गतौ	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	श्लङ्कते		
श्लङ्ग्	श्लगि	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्लङ्गति		
श्लथ्	श्लथ	हिंसायाम्/ दौर्बल्ये च	भ्वादिः	हिंसायां सकर्मकः/ दौर्बल्ये अकर्मकः	सेट्	परस्मैपदी	श्लथति		
श्लाख्	श्लाखृ	व्याप्तौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्लाखति		
श्लाघ्	श्लाघृ	कत्थने	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	श्लाघते		
श्लिष्	श्लिष	आलिङ्गने	दिवादिः	सकर्मकः	अनिट्	परस्मैपदी	श्लिष्यति	पुषादिः	
श्लिष्	श्लिष	श्लेषणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	श्लेषयति-ते		
श्लिष्	श्लिषु	दाहे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	श्लेषति		
श्लोक्	श्लोकृ	सङ्घाते (स चेह ग्रथ्यमानस्य व्यापारो ग्रन्थितुर्वा)	भ्वादिः	ग्रन्थ्यमाने अकर्मकः/ ग्रन्थितुः सकर्मकः	सेट्	आत्मनेपदी	श्लोकते		
श्लोण्	श्लोणृ	सङ्घाते	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	श्लोणति		
श्वङ्क्	श्वकि	गतौ	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	श्वङ्कते		
श्वठ्	श्वठ	असंस्कार-गत्योः	चुरादिः	सकर्मकः	सेट्	उभयपदी	श्वाठयति-ते		
श्वभ्र्	श्वभ्र	गतौ	चुरादिः	सकर्मकः	सेट्	उभयपदी	श्वभ्रयति-ते		
श्वर्त्	श्वर्त	गतौ	चुरादिः	सकर्मकः	सेट्	उभयपदी	श्वर्तयति-ते		
श्वल्	श्वल	आशुगमने	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	श्वलति		
श्वल्क्	श्वल्क	परिभाषणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	श्वल्कयति-ते		
श्वल्ल्	श्वल्ल	आशुगमने	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	श्वल्लति		
श्वस्	श्वस	प्राणने	अदादिः	अकर्मकः	सेट्	परस्मैपदी	श्वसिति	रुदादिः	
श्वि	टुओश्वि	गति-वृद्ध्योः	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	श्वयति		
श्वित्	श्विता	वर्णे	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	श्वेतते	आदित्/ द्युतादिः	
श्विन्द्	श्विदि	श्वैत्ये	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	श्विन्दते		
सग्	षगे	संवरणे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सगति	एदित्	
सघ्	षघ	हिंसायाम्	स्वादिः	सकर्मकः	सेट्	परस्मैपदी	सघ्नोति		
सच्	षच	सेवने/ सेचने च	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	सचते		
सज्	षञ्ज	सङ्गे	भ्वादिः	सकर्मकः	अनिट्	परस्मैपदी	सजति	नलोपः (दंशसञ्ज..)	
सट्	षट	अवयवे	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	सटति		
सट्ट्	षट्ट	हिंसायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	सट्टयति-ते		
सन्	षण	सम्भक्तौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	सनति		
